Campaign_ID,Campaign_Name,Date,Marketing_Channel,Campaign_Type,Region,Impressions,Clicks,Leads,Conversions,Ad_Spend,Revenue,Customers,Campaign_Duration,Device_Type
CMP_DSP_02,DSP_Dynamic_Retargeting,2025-04-06,Display Ads,Retargeting,Middle East,29142,400,194,7,1425.28,1212.04,3,30,Tablet
CMP_EM_01,EM_Weekly_Newsletter,2025-04-06,Email Marketing,Product Promotion,Asia-Pacific,14638,1506,460,250,502.71,73687.4,202,17,Tablet
CMP_FB_01,FB_Retargeting_Q1,2025-04-06,Facebook Ads,Retargeting,North America,44986,1252,458,105,3305.52,29042.12,64,13,Tablet
CMP_GGL_01,Google_Search_Brand,2025-04-06,Google Ads,Conversion,Latin America,41343,2498,1228,213,10248.24,54207.8,173,30,Desktop
CMP_IG_01,IG_Influencer_Promos,2025-04-06,Instagram Ads,Product Promotion,Asia-Pacific,15775,617,160,38,1357.98,9687.09,26,28,Mobile
CMP_LI_02,LI_Whitepaper_Downloads,2025-04-06,LinkedIn Ads,Lead Generation,North America,16947,258,132,24,1808.21,16662.33,11,22,Desktop
CMP_FB_01,FB_Retargeting_Q1,2025-04-07,Facebook Ads,Retargeting,Europe,62534,1591,428,159,4858.27,41233.63,90,15,Mobile
CMP_FB_01,FB_Retargeting_Q1,2025-04-07,Facebook Ads,Retargeting,Latin America,60033,2008,917,175,3209.78,42841.19,115,7,Mobile
CMP_FB_02,FB_Lookalike_Prospecting,2025-04-07,Facebook Ads,Awareness,Europe,64109,3175,1205,286,10121.02,62484.47,182,25,Desktop
CMP_FB_02,FB_Lookalike_Prospecting,2025-04-07,Facebook Ads,Awareness,North America,35264,976,320,99,2167.36,20902.89,56,14,Tablet
CMP_GGL_02,Google_NonBrand_Generic,2025-04-07,Google Ads,Lead Generation,Europe,39766,1581,430,138,6846.07,45796.57,95,28,Desktop
CMP_IG_01,IG_Influencer_Promos,2025-04-07,Instagram Ads,Product Promotion,Latin America,13253,473,142,26,1436.12,6068.6,16,19,Mobile
CMP_SEO_01,SEO_Organic_Blog_Content,2025-04-07,SEO,Awareness,Europe,36912,2101,1101,213,1125.73,55743.42,170,30,Mobile
CMP_YT_01,YT_Video_Awareness_V1,2025-04-07,YouTube Ads,Awareness,North America,81009,1263,390,87,2572.41,14672.14,49,29,Tablet
CMP_FB_02,FB_Lookalike_Prospecting,2025-04-08,Facebook Ads,Awareness,North America,15477,663,354,64,1786.39,13083.05,44,30,Tablet
CMP_FB_02,FB_Lookalike_Prospecting,2025-04-08,Facebook Ads,Awareness,Middle East,62637,2878,1285,179,8654.02,46766.49,98,25,Mobile
CMP_GGL_02,Google_NonBrand_Generic,2025-04-08,Google Ads,Lead Generation,North America,49557,1989,879,178,7595.17,54485.46,121,23,Desktop
CMP_YT_01,YT_Video_Awareness_V1,2025-04-08,YouTube Ads,Awareness,North America,27678,371,141,17,716.99,3331.72,8,11,Mobile
CMP_YT_02,YT_TrueView_Product_Demo,2025-04-08,YouTube Ads,Product Promotion,Middle East,45948,991,423,66,2216.64,10733.63,38,18,Tablet
CMP_DSP_02,DSP_Dynamic_Retargeting,2025-04-09,Display Ads,Retargeting,Europe,46545,719,279,28,2676.86,4735.33,14,7,Mobile
CMP_EM_01,EM_Weekly_Newsletter,2025-04-09,Email Marketing,Product Promotion,Asia-Pacific,25672,3199,1067,509,1341.06,114645.96,393,10,Tablet
CMP_GGL_02,Google_NonBrand_Generic,2025-04-09,Google Ads,Lead Generation,Latin America,25791,1098,289,145,3297.09,40013.49,101,28,Desktop
CMP_YT_02,YT_TrueView_Product_Demo,2025-04-09,YouTube Ads,Product Promotion,Europe,52523,747,401,29,1349.04,6450.85,17,18,Tablet
CMP_DSP_02,DSP_Dynamic_Retargeting,2025-04-10,Display Ads,Retargeting,Europe,89248,1197,442,25,3111.5,4096.0,9,13,Tablet
CMP_FB_01,FB_Retargeting_Q1,2025-04-10,Facebook Ads,Retargeting,Europe,43761,1121,334,114,2521.02,27378.92,69,30,Tablet
CMP_FB_02,FB_Lookalike_Prospecting,2025-04-10,Facebook Ads,Awareness,Latin America,55266,2425,1065,176,7728.0,38846.17,106,27,Tablet
CMP_IG_01,IG_Influencer_Promos,2025-04-10,Instagram Ads,Product Promotion,Middle East,33215,1349,729,87,4133.23,17912.48,45,16,Mobile
CMP_SEO_01,SEO_Organic_Blog_Content,2025-04-10,SEO,Awareness,Latin America,50750,3296,922,433,662.53,132676.8,294,15,Mobile
CMP_SEO_02,SEO_High_Intent_Landing,2025-04-10,SEO,Conversion,North America,67716,3721,1201,360,821.0,132638.67,268,23,Tablet
CMP_YT_02,YT_TrueView_Product_Demo,2025-04-10,YouTube Ads,Product Promotion,Europe,37631,870,252,34,1377.13,8225.06,19,14,Tablet
CMP_IG_02,IG_Stories_Conversion,2025-04-11,Instagram Ads,Conversion,Asia-Pacific,44975,1452,571,143,3233.15,35808.47,78,7,Tablet
CMP_LI_02,LI_Whitepaper_Downloads,2025-04-11,LinkedIn Ads,Lead Generation,North America,17672,449,144,48,4318.63,24800.6,29,9,Tablet
CMP_LI_02,LI_Whitepaper_Downloads,2025-04-11,LinkedIn Ads,Lead Generation,Europe,20549,416,175,32,3194.2,14915.38,20,25,Mobile
CMP_SEO_01,SEO_Organic_Blog_Content,2025-04-11,SEO,Awareness,North America,59614,4169,1814,523,1050.43,182119.27,393,20,Tablet
CMP_EM_01,EM_Weekly_Newsletter,2025-04-12,Email Marketing,Product Promotion,Europe,20652,3061,866,556,1783.1,207565.64,438,30,Mobile
CMP_FB_02,FB_Lookalike_Prospecting,2025-04-12,Facebook Ads,Awareness,Latin America,42641,1768,920,119,4120.47,25751.76,70,17,Desktop
CMP_GGL_01,Google_Search_Brand,2025-04-12,Google Ads,Conversion,Middle East,32312,1620,846,139,5972.58,40256.96,115,25,Tablet
CMP_IG_02,IG_Stories_Conversion,2025-04-12,Instagram Ads,Conversion,Asia-Pacific,18067,883,279,80,1680.14,17715.97,55,8,Mobile
CMP_LI_01,LI_B2B_Executive_Leads,2025-04-12,LinkedIn Ads,Lead Generation,Europe,22222,600,215,72,4055.31,43740.98,43,18,Desktop
CMP_SEO_02,SEO_High_Intent_Landing,2025-04-12,SEO,Conversion,Latin America,57424,3861,1527,560,940.79,167114.7,390,9,Tablet
CMP_YT_01,YT_Video_Awareness_V1,2025-04-12,YouTube Ads,Awareness,Asia-Pacific,31792,370,197,23,856.63,4907.02,11,23,Desktop
CMP_EM_01,EM_Weekly_Newsletter,2025-04-13,Email Marketing,Product Promotion,Europe,26162,2458,749,368,1112.24,135012.34,291,20,Tablet
CMP_LI_02,LI_Whitepaper_Downloads,2025-04-13,LinkedIn Ads,Lead Generation,Europe,14674,447,111,57,3806.85,32068.23,28,14,Desktop
CMP_SEO_01,SEO_Organic_Blog_Content,2025-04-13,SEO,Awareness,North America,26791,1802,687,282,756.91,92630.17,223,24,Tablet
CMP_YT_02,YT_TrueView_Product_Demo,2025-04-13,YouTube Ads,Product Promotion,North America,78133,1238,326,53,1646.96,9411.09,27,11,Desktop
CMP_YT_02,YT_TrueView_Product_Demo,2025-04-13,YouTube Ads,Product Promotion,Middle East,65957,1169,473,60,2423.37,14285.38,34,15,Mobile
CMP_YT_02,YT_TrueView_Product_Demo,2025-04-13,YouTube Ads,Product Promotion,Latin America,45487,792,285,55,1273.26,8623.92,35,21,Tablet
CMP_DSP_02,DSP_Dynamic_Retargeting,2025-04-14,Display Ads,Retargeting,Europe,67810,883,286,26,1780.25,4694.65,11,24,Mobile
CMP_FB_02,FB_Lookalike_Prospecting,2025-04-14,Facebook Ads,Awareness,Europe,38515,1175,402,90,3349.29,20088.43,52,7,Mobile
CMP_GGL_01,Google_Search_Brand,2025-04-14,Google Ads,Conversion,Middle East,13337,600,239,78,1623.2,21538.33,54,19,Desktop
CMP_GGL_01,Google_Search_Brand,2025-04-14,Google Ads,Conversion,Latin America,19836,1265,649,136,5241.35,40219.8,102,10,Tablet
CMP_YT_01,YT_Video_Awareness_V1,2025-04-14,YouTube Ads,Awareness,Latin America,57536,576,267,18,769.56,3682.24,10,11,Mobile
CMP_DSP_02,DSP_Dynamic_Retargeting,2025-04-15,Display Ads,Retargeting,Latin America,97469,1363,341,29,2583.21,3670.72,13,22,Tablet
CMP_EM_02,EM_Abandoned_Cart_Nurture,2025-04-15,Email Marketing,Conversion,Europe,18922,2650,1125,458,1940.22,140644.02,338,21,Desktop
CMP_FB_02,FB_Lookalike_Prospecting,2025-04-15,Facebook Ads,Awareness,North America,39456,1883,972,143,3673.37,36940.75,88,27,Mobile
CMP_FB_02,FB_Lookalike_Prospecting,2025-04-15,Facebook Ads,Awareness,North America,48148,1737,861,114,2769.84,25131.95,85,7,Desktop
CMP_GGL_01,Google_Search_Brand,2025-04-15,Google Ads,Conversion,North America,45278,2617,1207,252,6754.2,72948.02,204,14,Desktop
CMP_GGL_01,Google_Search_Brand,2025-04-15,Google Ads,Conversion,Asia-Pacific,16614,597,207,81,1703.43,23510.93,63,17,Mobile
CMP_GGL_02,Google_NonBrand_Generic,2025-04-15,Google Ads,Lead Generation,Latin America,23462,986,320,115,2562.25,36529.06,74,18,Tablet
CMP_GGL_01,Google_Search_Brand,2025-04-16,Google Ads,Conversion,Asia-Pacific,31369,1477,709,174,3755.05,48455.65,111,13,Desktop
CMP_IG_02,IG_Stories_Conversion,2025-04-16,Instagram Ads,Conversion,North America,14227,756,234,55,2403.77,13002.56,32,19,Mobile
CMP_LI_01,LI_B2B_Executive_Leads,2025-04-16,LinkedIn Ads,Lead Generation,Europe,21819,336,149,38,3326.91,17201.44,23,18,Tablet
CMP_LI_01,LI_B2B_Executive_Leads,2025-04-16,LinkedIn Ads,Lead Generation,Latin America,19261,537,187,61,5745.23,30263.71,31,29,Desktop
CMP_SEO_01,SEO_Organic_Blog_Content,2025-04-16,SEO,Awareness,North America,56950,3820,1107,420,1690.87,136049.43,349,17,Tablet
CMP_YT_01,YT_Video_Awareness_V1,2025-04-16,YouTube Ads,Awareness,Asia-Pacific,60483,1424,364,48,3058.88,7445.66,29,19,Mobile
CMP_YT_01,YT_Video_Awareness_V1,2025-04-16,YouTube Ads,Awareness,Asia-Pacific,75826,1304,489,66,2746.77,13743.2,39,16,Tablet
CMP_FB_01,FB_Retargeting_Q1,2025-04-17,Facebook Ads,Retargeting,Asia-Pacific,18892,766,255,47,1224.77,11832.85,31,13,Mobile
CMP_FB_02,FB_Lookalike_Prospecting,2025-04-17,Facebook Ads,Awareness,Asia-Pacific,20739,1018,344,82,2077.03,16414.4,56,17,Mobile
CMP_GGL_01,Google_Search_Brand,2025-04-17,Google Ads,Conversion,North America,19782,822,236,101,2270.69,28759.09,82,15,Tablet
CMP_GGL_01,Google_Search_Brand,2025-04-17,Google Ads,Conversion,North America,37134,1350,616,173,4319.06,42835.48,131,20,Tablet
CMP_GGL_02,Google_NonBrand_Generic,2025-04-17,Google Ads,Lead Generation,Asia-Pacific,13213,623,264,59,2518.11,19558.56,39,20,Desktop
CMP_IG_01,IG_Influencer_Promos,2025-04-17,Instagram Ads,Product Promotion,Europe,42169,1697,767,96,5225.95,16465.59,62,28,Desktop
CMP_IG_01,IG_Influencer_Promos,2025-04-17,Instagram Ads,Product Promotion,Asia-Pacific,30708,1226,374,108,2616.26,25736.37,63,10,Tablet
CMP_IG_02,IG_Stories_Conversion,2025-04-17,Instagram Ads,Conversion,Asia-Pacific,52022,2715,1486,213,9425.8,41059.29,144,18,Tablet
CMP_SEO_02,SEO_High_Intent_Landing,2025-04-17,SEO,Conversion,North America,27312,1297,477,150,394.7,39403.31,101,20,Desktop
CMP_YT_02,YT_TrueView_Product_Demo,2025-04-17,YouTube Ads,Product Promotion,Middle East,82706,1896,644,132,4113.58,31503.32,73,18,Tablet
CMP_DSP_02,DSP_Dynamic_Retargeting,2025-04-18,Display Ads,Retargeting,North America,58415,574,309,10,1509.48,1237.94,5,28,Tablet
CMP_EM_02,EM_Abandoned_Cart_Nurture,2025-04-18,Email Marketing,Conversion,Asia-Pacific,18095,1455,546,246,559.01,53489.43,210,19,Tablet
CMP_IG_02,IG_Stories_Conversion,2025-04-18,Instagram Ads,Conversion,North America,21127,1113,553,98,3132.27,22409.31,62,9,Mobile
CMP_SEO_01,SEO_Organic_Blog_Content,2025-04-18,SEO,Awareness,Europe,44742,2056,1071,275,839.32,88491.38,216,18,Mobile
CMP_SEO_02,SEO_High_Intent_Landing,2025-04-18,SEO,Conversion,Europe,52445,3628,1923,577,1638.37,191692.5,454,10,Tablet
CMP_DSP_01,DSP_Programmatic_Banner,2025-04-19,Display Ads,Awareness,Middle East,57087,525,194,8,1003.31,1489.22,3,27,Desktop
CMP_FB_01,FB_Retargeting_Q1,2025-04-19,Facebook Ads,Retargeting,Latin America,50856,1902,485,119,5455.41,30980.79,84,21,Tablet
CMP_FB_02,FB_Lookalike_Prospecting,2025-04-19,Facebook Ads,Awareness,Latin America,33962,1000,372,98,1770.5,24837.71,61,25,Desktop
CMP_FB_02,FB_Lookalike_Prospecting,2025-04-19,Facebook Ads,Awareness,Europe,32180,1468,800,140,3057.62,36658.92,80,27,Mobile
CMP_YT_02,YT_TrueView_Product_Demo,2025-04-19,YouTube Ads,Product Promotion,North America,33264,423,172,28,978.37,5761.6,16,30,Desktop
CMP_DSP_01,DSP_Programmatic_Banner,2025-04-20,Display Ads,Awareness,Latin America,21215,219,92,4,743.18,759.87,1,17,Mobile
CMP_DSP_02,DSP_Dynamic_Retargeting,2025-04-20,Display Ads,Retargeting,Middle East,27517,179,94,3,345.02,486.7,1,23,Mobile
CMP_EM_01,EM_Weekly_Newsletter,2025-04-20,Email Marketing,Product Promotion,Latin America,15460,1735,822,325,809.39,106187.53,244,21,Tablet
CMP_FB_02,FB_Lookalike_Prospecting,2025-04-20,Facebook Ads,Awareness,Latin America,25819,1147,531,97,2179.13,22899.7,57,23,Desktop
CMP_GGL_02,Google_NonBrand_Generic,2025-04-20,Google Ads,Lead Generation,Europe,44488,2094,923,265,7575.96,88340.91,197,18,Mobile
CMP_GGL_02,Google_NonBrand_Generic,2025-04-20,Google Ads,Lead Generation,Latin America,15409,610,278,68,1974.23,19865.92,50,13,Desktop
CMP_YT_01,YT_Video_Awareness_V1,2025-04-20,YouTube Ads,Awareness,Asia-Pacific,78672,1160,529,38,1823.91,7678.93,23,28,Tablet
CMP_DSP_01,DSP_Programmatic_Banner,2025-04-21,Display Ads,Awareness,Middle East,29500,518,170,10,1221.17,1774.81,4,8,Mobile
CMP_EM_01,EM_Weekly_Newsletter,2025-04-21,Email Marketing,Product Promotion,Middle East,15527,1266,363,203,504.67,56713.16,171,7,Desktop
CMP_FB_01,FB_Retargeting_Q1,2025-04-21,Facebook Ads,Retargeting,Latin America,41218,1982,1055,196,4474.57,52688.18,134,9,Desktop
CMP_FB_01,FB_Retargeting_Q1,2025-04-21,Facebook Ads,Retargeting,Latin America,50678,1382,620,150,3013.83,35675.13,103,15,Tablet
CMP_FB_01,FB_Retargeting_Q1,2025-04-21,Facebook Ads,Retargeting,Europe,16571,792,216,77,1868.18,18425.03,44,20,Tablet
CMP_FB_02,FB_Lookalike_Prospecting,2025-04-21,Facebook Ads,Awareness,North America,60440,2573,773,229,7801.79,54513.17,138,18,Desktop
CMP_GGL_02,Google_NonBrand_Generic,2025-04-21,Google Ads,Lead Generation,Europe,46180,1915,625,167,6162.72,50250.41,103,26,Mobile
CMP_IG_02,IG_Stories_Conversion,2025-04-21,Instagram Ads,Conversion,Asia-Pacific,12893,398,157,38,729.95,6469.58,22,14,Mobile
CMP_SEO_01,SEO_Organic_Blog_Content,2025-04-21,SEO,Awareness,Europe,60071,2473,1302,352,1190.24,112834.92,232,23,Desktop
CMP_YT_02,YT_TrueView_Product_Demo,2025-04-21,YouTube Ads,Product Promotion,Latin America,29579,664,188,35,1317.33,5401.9,18,25,Desktop
CMP_YT_02,YT_TrueView_Product_Demo,2025-04-21,YouTube Ads,Product Promotion,Middle East,45077,845,372,38,1786.78,7825.89,22,14,Mobile
CMP_YT_02,YT_TrueView_Product_Demo,2025-04-21,YouTube Ads,Product Promotion,Latin America,43811,977,497,60,1621.64,13564.3,31,29,Tablet
CMP_DSP_02,DSP_Dynamic_Retargeting,2025-04-22,Display Ads,Retargeting,North America,20024,297,114,7,927.16,933.24,3,25,Desktop
CMP_EM_02,EM_Abandoned_Cart_Nurture,2025-04-22,Email Marketing,Conversion,Latin America,9982,1055,327,213,600.55,47809.75,155,23,Tablet
CMP_EM_02,EM_Abandoned_Cart_Nurture,2025-04-22,Email Marketing,Conversion,Europe,17399,1516,553,191,1178.27,41123.29,167,8,Tablet
CMP_EM_02,EM_Abandoned_Cart_Nurture,2025-04-22,Email Marketing,Conversion,Latin America,27782,3581,1330,674,1455.14,160317.64,606,11,Desktop
CMP_FB_01,FB_Retargeting_Q1,2025-04-22,Facebook Ads,Retargeting,Latin America,52655,1320,465,86,2451.7,21467.53,54,10,Desktop
CMP_FB_01,FB_Retargeting_Q1,2025-04-22,Facebook Ads,Retargeting,Europe,18961,766,193,69,2017.25,15754.11,44,18,Desktop
CMP_IG_01,IG_Influencer_Promos,2025-04-22,Instagram Ads,Product Promotion,Latin America,46942,2162,642,171,7134.54,43327.25,88,28,Tablet
CMP_IG_02,IG_Stories_Conversion,2025-04-22,Instagram Ads,Conversion,Europe,46325,1591,776,148,4066.01,38286.98,80,16,Desktop
CMP_IG_02,IG_Stories_Conversion,2025-04-22,Instagram Ads,Conversion,Latin America,24294,1027,552,82,2291.28,17943.65,56,11,Desktop
CMP_SEO_02,SEO_High_Intent_Landing,2025-04-22,SEO,Conversion,Middle East,61256,3333,917,360,1064.35,110028.07,261,15,Tablet
CMP_YT_02,YT_TrueView_Product_Demo,2025-04-22,YouTube Ads,Product Promotion,North America,71371,1295,514,77,2928.34,13016.26,35,12,Tablet
CMP_GGL_02,Google_NonBrand_Generic,2025-04-23,Google Ads,Lead Generation,North America,45415,2346,734,200,10109.58,63073.25,163,12,Tablet
CMP_IG_01,IG_Influencer_Promos,2025-04-23,Instagram Ads,Product Promotion,Middle East,44118,1920,1002,141,4471.01,34538.13,85,28,Tablet
CMP_LI_02,LI_Whitepaper_Downloads,2025-04-23,LinkedIn Ads,Lead Generation,Latin America,21701,604,168,51,4060.97,28623.76,23,24,Mobile
CMP_SEO_01,SEO_Organic_Blog_Content,2025-04-23,SEO,Awareness,Latin America,38819,2320,1100,240,889.74,94519.55,181,18,Tablet
CMP_YT_01,YT_Video_Awareness_V1,2025-04-23,YouTube Ads,Awareness,North America,27381,676,170,45,1409.56,9784.54,26,9,Mobile
CMP_DSP_02,DSP_Dynamic_Retargeting,2025-04-24,Display Ads,Retargeting,Asia-Pacific,21420,272,115,10,572.91,1211.95,4,9,Desktop
CMP_DSP_02,DSP_Dynamic_Retargeting,2025-04-24,Display Ads,Retargeting,Middle East,56720,477,130,18,1155.47,2753.85,6,29,Tablet
CMP_DSP_02,DSP_Dynamic_Retargeting,2025-04-24,Display Ads,Retargeting,Latin America,77811,1116,562,28,2662.04,4753.06,10,27,Tablet
CMP_EM_02,EM_Abandoned_Cart_Nurture,2025-04-24,Email Marketing,Conversion,Asia-Pacific,18488,2609,958,316,808.05,108442.8,240,25,Desktop
CMP_FB_02,FB_Lookalike_Prospecting,2025-04-24,Facebook Ads,Awareness,Europe,55201,2331,1143,238,7270.95,59798.62,164,24,Tablet
CMP_FB_02,FB_Lookalike_Prospecting,2025-04-24,Facebook Ads,Awareness,North America,25271,952,439,87,1874.85,20121.74,61,17,Tablet
CMP_GGL_02,Google_NonBrand_Generic,2025-04-24,Google Ads,Lead Generation,Asia-Pacific,27401,1171,505,136,4396.84,47062.11,96,21,Desktop
CMP_SEO_02,SEO_High_Intent_Landing,2025-04-24,SEO,Conversion,North America,32165,1641,632,193,628.2,60559.54,146,23,Mobile
CMP_SEO_02,SEO_High_Intent_Landing,2025-04-24,SEO,Conversion,North America,67282,3908,1693,358,2296.12,114818.66,286,11,Mobile
CMP_DSP_01,DSP_Programmatic_Banner,2025-04-25,Display Ads,Awareness,Asia-Pacific,72227,669,247,26,2360.7,3440.58,12,13,Desktop
CMP_DSP_01,DSP_Programmatic_Banner,2025-04-25,Display Ads,Awareness,Latin America,54891,479,262,8,1335.61,1428.06,3,13,Desktop
CMP_DSP_02,DSP_Dynamic_Retargeting,2025-04-25,Display Ads,Retargeting,Middle East,80457,1282,348,42,2994.83,7137.19,22,16,Tablet
CMP_EM_02,EM_Abandoned_Cart_Nurture,2025-04-25,Email Marketing,Conversion,North America,12546,1096,336,206,505.73,57355.11,151,7,Desktop
CMP_FB_02,FB_Lookalike_Prospecting,2025-04-25,Facebook Ads,Awareness,Asia-Pacific,59348,2582,825,231,6266.83,42314.18,131,10,Desktop
CMP_FB_02,FB_Lookalike_Prospecting,2025-04-25,Facebook Ads,Awareness,Europe,38416,1033,271,80,2135.55,21797.62,45,16,Desktop
CMP_FB_02,FB_Lookalike_Prospecting,2025-04-25,Facebook Ads,Awareness,Middle East,45217,1963,940,123,5374.99,28005.51,85,12,Tablet
CMP_GGL_01,Google_Search_Brand,2025-04-25,Google Ads,Conversion,Asia-Pacific,26458,1196,333,116,3297.56,38071.16,93,14,Desktop
CMP_IG_01,IG_Influencer_Promos,2025-04-25,Instagram Ads,Product Promotion,Latin America,22143,830,378,82,1932.67,13172.9,48,18,Desktop
CMP_SEO_01,SEO_Organic_Blog_Content,2025-04-25,SEO,Awareness,Europe,46959,3589,1286,503,934.5,161541.4,397,16,Desktop
CMP_DSP_02,DSP_Dynamic_Retargeting,2025-04-26,Display Ads,Retargeting,North America,75076,1105,573,29,3585.86,5306.79,15,25,Desktop
CMP_EM_02,EM_Abandoned_Cart_Nurture,2025-04-26,Email Marketing,Conversion,Middle East,21056,2610,871,396,1919.24,121188.93,334,14,Desktop
CMP_GGL_01,Google_Search_Brand,2025-04-26,Google Ads,Conversion,Middle East,44670,1690,796,208,6554.83,61426.55,172,15,Tablet
CMP_YT_01,YT_Video_Awareness_V1,2025-04-26,YouTube Ads,Awareness,Latin America,82479,1331,401,80,1626.92,18694.17,47,15,Mobile
CMP_YT_02,YT_TrueView_Product_Demo,2025-04-26,YouTube Ads,Product Promotion,Europe,25559,371,135,13,736.76,2196.7,8,18,Tablet
CMP_FB_01,FB_Retargeting_Q1,2025-04-27,Facebook Ads,Retargeting,Europe,26410,761,345,53,2156.63,10256.48,33,17,Mobile
CMP_GGL_02,Google_NonBrand_Generic,2025-04-27,Google Ads,Lead Generation,North America,28255,1624,526,152,6009.26,45311.5,100,11,Mobile
CMP_LI_01,LI_B2B_Executive_Leads,2025-04-27,LinkedIn Ads,Lead Generation,Latin America,16522,546,159,59,5638.39,33273.15,32,24,Tablet
CMP_LI_02,LI_Whitepaper_Downloads,2025-04-27,LinkedIn Ads,Lead Generation,Asia-Pacific,9118,290,127,25,2431.31,14550.05,15,21,Desktop
CMP_YT_01,YT_Video_Awareness_V1,2025-04-27,YouTube Ads,Awareness,Middle East,71172,834,287,47,1267.81,10932.4,30,10,Desktop
CMP_YT_02,YT_TrueView_Product_Demo,2025-04-27,YouTube Ads,Product Promotion,Latin America,31720,489,197,16,613.34,3584.69,8,20,Desktop
CMP_YT_02,YT_TrueView_Product_Demo,2025-04-27,YouTube Ads,Product Promotion,Europe,25927,534,284,16,728.67,2487.24,8,16,Mobile
CMP_EM_02,EM_Abandoned_Cart_Nurture,2025-04-28,Email Marketing,Conversion,Latin America,15528,1861,692,246,1327.62,73005.63,210,20,Tablet
CMP_FB_02,FB_Lookalike_Prospecting,2025-04-28,Facebook Ads,Awareness,Europe,32304,1257,358,103,3871.49,21525.33,60,17,Desktop
CMP_GGL_02,Google_NonBrand_Generic,2025-04-28,Google Ads,Lead Generation,Middle East,32423,1356,358,156,4327.59,42145.43,122,22,Mobile
CMP_GGL_02,Google_NonBrand_Generic,2025-04-28,Google Ads,Lead Generation,Asia-Pacific,16054,858,252,81,3093.65,23350.92,53,12,Desktop
CMP_GGL_02,Google_NonBrand_Generic,2025-04-28,Google Ads,Lead Generation,North America,40688,2456,959,199,6991.82,45977.21,146,14,Tablet
CMP_GGL_02,Google_NonBrand_Generic,2025-04-28,Google Ads,Lead Generation,Asia-Pacific,32461,1372,625,184,4909.87,56386.94,121,17,Desktop
CMP_DSP_01,DSP_Programmatic_Banner,2025-04-29,Display Ads,Awareness,Middle East,44467,782,397,23,1472.76,3511.54,8,25,Mobile
CMP_EM_02,EM_Abandoned_Cart_Nurture,2025-04-29,Email Marketing,Conversion,Middle East,18964,2430,1017,530,1940.69,144568.71,457,9,Mobile
CMP_FB_02,FB_Lookalike_Prospecting,2025-04-29,Facebook Ads,Awareness,Asia-Pacific,31128,1266,428,114,4043.2,26163.09,78,28,Tablet
CMP_IG_02,IG_Stories_Conversion,2025-04-29,Instagram Ads,Conversion,Europe,54436,2175,729,117,4108.33,28336.49,68,7,Mobile
CMP_LI_01,LI_B2B_Executive_Leads,2025-04-29,LinkedIn Ads,Lead Generation,Europe,7377,219,62,27,1486.52,18493.89,14,27,Tablet
CMP_LI_02,LI_Whitepaper_Downloads,2025-04-29,LinkedIn Ads,Lead Generation,Middle East,13746,428,147,52,2992.59,33955.87,29,9,Mobile
CMP_SEO_02,SEO_High_Intent_Landing,2025-04-29,SEO,Conversion,North America,21076,1349,724,213,493.01,58760.72,171,9,Desktop
CMP_YT_01,YT_Video_Awareness_V1,2025-04-29,YouTube Ads,Awareness,Asia-Pacific,51608,817,448,33,1996.71,6727.82,17,13,Mobile
CMP_EM_01,EM_Weekly_Newsletter,2025-04-30,Email Marketing,Product Promotion,Latin America,14940,1478,465,182,575.04,63486.25,160,15,Mobile
CMP_FB_02,FB_Lookalike_Prospecting,2025-04-30,Facebook Ads,Awareness,North America,64619,1704,632,170,4343.87,40521.32,106,7,Desktop
CMP_FB_02,FB_Lookalike_Prospecting,2025-04-30,Facebook Ads,Awareness,Asia-Pacific,61533,2102,961,148,3398.34,37993.63,99,23,Tablet
CMP_SEO_02,SEO_High_Intent_Landing,2025-04-30,SEO,Conversion,Asia-Pacific,33564,2145,540,231,895.52,57964.79,184,9,Mobile
CMP_FB_01,FB_Retargeting_Q1,2025-05-01,Facebook Ads,Retargeting,North America,35927,1481,584,95,3835.73,21948.18,53,16,Tablet
CMP_FB_01,FB_Retargeting_Q1,2025-05-01,Facebook Ads,Retargeting,Asia-Pacific,23791,881,323,93,1928.62,23865.2,53,10,Desktop
CMP_IG_01,IG_Influencer_Promos,2025-05-01,Instagram Ads,Product Promotion,Middle East,35401,1361,554,119,3404.53,24900.22,72,18,Desktop
CMP_LI_01,LI_B2B_Executive_Leads,2025-05-01,LinkedIn Ads,Lead Generation,Europe,18927,620,179,78,5491.25,43854.11,41,16,Mobile
CMP_SEO_01,SEO_Organic_Blog_Content,2025-05-01,SEO,Awareness,Asia-Pacific,43760,2855,1455,410,1575.35,130818.33,269,12,Desktop
CMP_SEO_01,SEO_Organic_Blog_Content,2025-05-01,SEO,Awareness,Asia-Pacific,46909,2382,874,285,996.53,95775.79,241,19,Desktop
CMP_SEO_02,SEO_High_Intent_Landing,2025-05-01,SEO,Conversion,Latin America,33753,2080,599,314,946.16,85308.5,220,26,Tablet
CMP_YT_02,YT_TrueView_Product_Demo,2025-05-01,YouTube Ads,Product Promotion,Europe,87917,1861,1022,65,3615.16,14434.89,39,17,Desktop
CMP_DSP_02,DSP_Dynamic_Retargeting,2025-05-02,Display Ads,Retargeting,North America,38924,569,153,15,1448.87,2435.05,7,19,Tablet
CMP_LI_01,LI_B2B_Executive_Leads,2025-05-02,LinkedIn Ads,Lead Generation,Latin America,17938,332,105,32,3589.04,18186.84,15,25,Tablet
